budget,model,arm,item,truth,failing,realized_words,fail_retained,policy_survival,decision,decision_correct,which,which_raw,which_correct,which_unmatched,incoherent,nn_decision
15w,grok,fusion,ops_incident-006,APPROVED,,43,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,ops_incident-007,APPROVED,,47,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,ops_incident-008,DENIED,coolant loop flow rate,36,True,1.0,DENIED,True,coolant loop flow rate,coolant,True,False,False,DENIED
15w,grok,fusion,ops_incident-009,DENIED,battery bus impedance,34,True,1.0,DENIED,True,battery bus impedance,impedance,True,False,False,DENIED
15w,grok,fusion,ops_incident-010,APPROVED,,44,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,ops_incident-011,APPROVED,,53,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,ops_incident-012,APPROVED,,56,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,ops_incident-013,APPROVED,,45,,1.0,APPROVED,True,guidance solution confidence,guidance confidence,False,False,False,DENIED
15w,grok,fusion,ops_incident-014,DENIED,particulate count,46,True,1.0,DENIED,True,particulate count,particulate,True,False,False,DENIED
15w,grok,fusion,ops_incident-015,DENIED,seal torque retention,43,True,1.0,DENIED,True,seal torque retention,seal,True,False,False,DENIED
15w,grok,fusion,ops_incident-016,DENIED,coolant loop flow rate,36,True,1.0,DENIED,True,coolant loop flow rate,coolant,True,False,False,DENIED
15w,grok,fusion,ops_incident-017,DENIED,star tracker residual,45,True,1.0,DENIED,True,star tracker residual,star tracker,True,False,False,DENIED
15w,grok,fusion,ops_incident-018,APPROVED,,36,,1.0,APPROVED,True,guidance solution confidence,guidance,False,False,False,DENIED
15w,grok,fusion,ops_incident-019,APPROVED,,53,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,ops_incident-020,APPROVED,,48,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,ops_incident-021,APPROVED,,41,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,ops_incident-022,DENIED,thermal blanket coverage,37,True,1.0,DENIED,True,thermal blanket coverage,thermal coverage,True,False,False,DENIED
15w,grok,fusion,ops_incident-023,APPROVED,,57,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,ops_incident-024,DENIED,telemetry downlink margin,42,True,1.0,DENIED,True,telemetry downlink margin,downlink margin,True,False,False,DENIED
15w,grok,fusion,ops_incident-025,APPROVED,,53,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,ops_incident-026,DENIED,gyro drift rate,42,True,1.0,DENIED,True,gyro drift rate,gyro drift,True,False,False,DENIED
15w,grok,fusion,ops_incident-027,DENIED,battery bus impedance,34,True,1.0,DENIED,True,battery bus impedance,impedance,True,False,False,DENIED
15w,grok,fusion,ops_incident-028,DENIED,star tracker residual,38,True,1.0,DENIED,True,star tracker residual,star tracker,True,False,False,DENIED
15w,grok,fusion,ops_incident-029,APPROVED,,46,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,clinical_enroll-000,DENIED,systolic blood pressure,48,True,1.0,DENIED,True,UNMATCHED,SBP,False,True,False,DENIED
15w,grok,fusion,clinical_enroll-001,DENIED,triglycerides,41,True,1.0,DENIED,True,UNMATCHED,TG,False,True,False,DENIED
15w,grok,fusion,clinical_enroll-002,DENIED,systolic blood pressure,44,True,1.0,DENIED,True,UNMATCHED,SBP,False,True,False,DENIED
15w,grok,fusion,clinical_enroll-003,DENIED,creatinine clearance,43,True,1.0,DENIED,True,UNMATCHED,CrCl,False,True,False,DENIED
15w,grok,fusion,clinical_enroll-004,APPROVED,,46,,1.0,APPROVED,True,UNMATCHED,CrCl,False,True,False,DENIED
15w,grok,fusion,clinical_enroll-005,DENIED,left ventricular ejection fraction,35,True,1.0,DENIED,True,UNMATCHED,LVEF,False,True,False,DENIED
15w,grok,fusion,clinical_enroll-006,APPROVED,,34,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,clinical_enroll-007,DENIED,systolic blood pressure,36,True,1.0,DENIED,True,UNMATCHED,SBP,False,True,False,DENIED
15w,grok,fusion,clinical_enroll-008,APPROVED,,54,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,clinical_enroll-009,APPROVED,,45,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,clinical_enroll-010,APPROVED,,35,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,clinical_enroll-011,DENIED,estimated glomerular filtration rate,45,True,1.0,DENIED,True,UNMATCHED,eGFR,False,True,False,DENIED
15w,grok,fusion,clinical_enroll-012,APPROVED,,41,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,clinical_enroll-013,DENIED,creatinine clearance,42,True,1.0,DENIED,True,UNMATCHED,CrCl,False,True,False,DENIED
15w,grok,fusion,clinical_enroll-014,APPROVED,,35,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,clinical_enroll-015,APPROVED,,41,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,clinical_enroll-016,APPROVED,,33,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,clinical_enroll-017,APPROVED,,44,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,clinical_enroll-018,APPROVED,,35,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,clinical_enroll-019,APPROVED,,40,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,clinical_enroll-020,DENIED,hemoglobin,36,True,1.0,DENIED,True,UNMATCHED,Hb,False,True,False,DENIED
15w,grok,fusion,clinical_enroll-021,APPROVED,,40,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,clinical_enroll-022,DENIED,systolic blood pressure,41,True,1.0,DENIED,True,UNMATCHED,SBP,False,True,False,DENIED
15w,grok,fusion,clinical_enroll-023,APPROVED,,45,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,clinical_enroll-024,DENIED,triglycerides,42,True,1.0,DENIED,True,triglycerides,triglycerides,True,False,False,DENIED
15w,grok,fusion,clinical_enroll-025,DENIED,body mass index,43,True,1.0,DENIED,True,UNMATCHED,BMI,False,True,False,DENIED
15w,grok,fusion,clinical_enroll-026,DENIED,fasting glucose,47,True,1.0,DENIED,True,fasting glucose,glucose,True,False,False,DENIED
15w,grok,fusion,clinical_enroll-027,APPROVED,,43,,1.0,APPROVED,True,UNMATCHED,eGFR,False,True,False,DENIED
15w,grok,fusion,clinical_enroll-028,DENIED,creatinine clearance,42,True,1.0,DENIED,True,UNMATCHED,CrCl,False,True,False,DENIED
15w,grok,fusion,clinical_enroll-029,DENIED,fasting glucose,46,True,1.0,DENIED,True,fasting glucose,fasting glucose,True,False,False,DENIED
15w,grok,fusion,ci_release-000,APPROVED,,42,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,ci_release-001,APPROVED,,45,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,ci_release-002,DENIED,line coverage,34,True,1.0,DENIED,True,line coverage,line coverage,True,False,False,DENIED
15w,grok,fusion,ci_release-003,DENIED,open severity-one defects,29,True,1.0,DENIED,True,UNMATCHED,S1,False,True,False,DENIED
15w,grok,fusion,ci_release-004,DENIED,flaky test count,44,True,1.0,DENIED,True,flaky test count,flaky,True,False,False,DENIED
15w,grok,fusion,ci_release-005,DENIED,rollback drill success,48,True,1.0,DENIED,True,rollback drill success,rollback,True,False,False,DENIED
15w,grok,fusion,ci_release-006,DENIED,dependency audit findings,46,True,1.0,DENIED,True,UNMATCHED,dep findings,False,True,False,DENIED
15w,grok,fusion,ci_release-007,APPROVED,,33,,1.0,APPROVED,True,unit test pass rate,unit pass,False,False,False,DENIED
15w,grok,fusion,ci_release-008,APPROVED,,47,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,ci_release-009,DENIED,bundle size,34,True,1.0,APPROVED,False,bundle size,bundle size,True,False,False,DENIED
15w,grok,fusion,ci_release-010,APPROVED,,46,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,ci_release-011,APPROVED,,33,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,ci_release-012,DENIED,cold start time,46,True,1.0,APPROVED,False,cold start time,cold start,True,False,False,DENIED
15w,grok,fusion,ci_release-013,APPROVED,,33,,1.0,APPROVED,True,rollback drill success,rollback,False,False,False,DENIED
15w,grok,fusion,ci_release-014,APPROVED,,42,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,ci_release-015,APPROVED,,38,,1.0,APPROVED,True,unit test pass rate,unit test pass rate,False,False,False,DENIED
15w,grok,fusion,ci_release-016,DENIED,error budget remaining,41,True,1.0,DENIED,True,error budget remaining,error budget,True,False,False,DENIED
15w,grok,fusion,ci_release-017,DENIED,cold start time,48,True,1.0,DENIED,True,cold start time,cold start,True,False,False,DENIED
15w,grok,fusion,ci_release-018,APPROVED,,41,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,ci_release-019,APPROVED,,31,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,ci_release-020,DENIED,dependency audit findings,49,True,1.0,DENIED,True,UNMATCHED,dep findings,False,True,False,DENIED
15w,grok,fusion,ci_release-021,APPROVED,,38,,1.0,APPROVED,True,line coverage,coverage,False,False,False,DENIED
15w,grok,fusion,ci_release-022,APPROVED,,46,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,ci_release-023,APPROVED,,36,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,ci_release-024,DENIED,open severity-one defects,46,True,1.0,APPROVED,False,open severity-one defects,open severity-one defects,True,False,False,DENIED
15w,grok,fusion,ci_release-025,APPROVED,,36,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,ci_release-026,DENIED,line coverage,41,True,1.0,DENIED,True,line coverage,coverage,True,False,False,DENIED
15w,grok,fusion,ci_release-027,DENIED,open severity-one defects,48,True,1.0,DENIED,True,UNMATCHED,sev-1 defects,False,True,False,DENIED
15w,grok,fusion,ci_release-028,DENIED,flaky test count,44,True,1.0,DENIED,True,flaky test count,flaky tests,True,False,False,DENIED
15w,grok,fusion,ci_release-029,DENIED,peak heap usage,28,True,1.0,DENIED,True,peak heap usage,heap,True,False,False,DENIED
15w,haiku,control,ops_incident-000,DENIED,umbilical release delay,19,False,0.3333333333333333,DENIED,True,NONE,NONE,False,False,True,DENIED
15w,haiku,control,ops_incident-001,DENIED,seal torque retention,45,False,0.6666666666666666,DENIED,True,seal torque retention,Seal torque retention,True,False,False,DENIED
15w,haiku,control,ops_incident-002,DENIED,seal torque retention,17,False,0.0,DENIED,True,NONE,NONE,False,False,True,APPROVED
15w,haiku,control,ops_incident-003,APPROVED,,31,,0.3333333333333333,DENIED,False,coolant loop flow rate,coolant loop flow rate,False,False,False,DENIED
15w,haiku,control,ops_incident-004,APPROVED,,19,,0.0,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,haiku,control,ops_incident-005,DENIED,reserve charge margin,18,False,0.0,DENIED,True,,,False,False,False,DENIED
15w,haiku,control,ops_incident-006,APPROVED,,35,,0.6666666666666666,APPROVED,True,telemetry downlink margin,Telemetry downlink margin,False,False,False,APPROVED
15w,haiku,control,ops_incident-007,APPROVED,,44,,0.3333333333333333,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,haiku,control,ops_incident-008,DENIED,coolant loop flow rate,26,True,0.6666666666666666,DENIED,True,coolant loop flow rate,coolant,True,False,False,DENIED
15w,haiku,control,ops_incident-009,DENIED,battery bus impedance,26,False,0.3333333333333333,DENIED,True,NONE,NONE,False,False,True,APPROVED
15w,haiku,control,ops_incident-010,APPROVED,,32,,0.3333333333333333,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,haiku,control,ops_incident-011,APPROVED,,45,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,haiku,control,ops_incident-012,APPROVED,,20,,0.0,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,haiku,control,ops_incident-013,APPROVED,,21,,0.0,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,haiku,control,ops_incident-014,DENIED,particulate count,24,False,0.0,DENIED,True,NONE,NONE,False,False,True,DENIED
15w,haiku,control,ops_incident-015,DENIED,seal torque retention,52,False,0.6666666666666666,APPROVED,False,seal torque retention,Seal torque retention,True,False,False,DENIED
15w,haiku,control,ops_incident-016,DENIED,coolant loop flow rate,37,True,1.0,DENIED,True,coolant loop flow rate,coolant loop flow rate,True,False,False,DENIED
15w,haiku,control,ops_incident-017,DENIED,star tracker residual,54,True,0.6666666666666666,DENIED,True,star tracker residual,star tracker,True,False,False,DENIED
15w,haiku,control,ops_incident-018,APPROVED,,38,,0.6666666666666666,APPROVED,True,gyro drift rate,Gyro drift rate,False,False,False,DENIED
15w,haiku,control,ops_incident-019,APPROVED,,19,,0.0,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,haiku,control,ops_incident-020,APPROVED,,15,,0.0,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,haiku,control,ops_incident-021,APPROVED,,20,,0.3333333333333333,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,haiku,control,ops_incident-022,DENIED,thermal blanket coverage,40,False,0.6666666666666666,DENIED,True,thermal blanket coverage,thermal blanket coverage,True,False,False,DENIED
15w,haiku,control,ops_incident-023,APPROVED,,21,,0.3333333333333333,DENIED,False,propellant tank ullage pressure,Propellant tank ullage pressure,False,False,False,DENIED
15w,haiku,control,ops_incident-024,DENIED,telemetry downlink margin,43,True,1.0,DENIED,True,telemetry downlink margin,telemetry downlink margin,True,False,False,DENIED
15w,haiku,control,ops_incident-025,APPROVED,,25,,0.0,DENIED,False,NONE,NONE,True,False,True,APPROVED
15w,haiku,control,ops_incident-026,DENIED,gyro drift rate,32,False,0.6666666666666666,APPROVED,False,NONE,NONE,False,False,False,DENIED
15w,haiku,control,ops_incident-027,DENIED,battery bus impedance,18,False,0.0,DENIED,True,NONE,NONE,False,False,True,APPROVED
15w,haiku,control,ops_incident-028,DENIED,star tracker residual,15,False,0.0,DENIED,True,,,False,False,False,APPROVED
15w,haiku,control,ops_incident-029,APPROVED,,30,,0.3333333333333333,DENIED,False,reserve charge margin,reserve charge margin,False,False,False,DENIED
15w,haiku,control,clinical_enroll-000,DENIED,systolic blood pressure,20,True,0.3333333333333333,DENIED,True,systolic blood pressure,systolic blood pressure,True,False,False,APPROVED
15w,haiku,control,clinical_enroll-001,DENIED,triglycerides,27,True,0.6666666666666666,DENIED,True,triglycerides,triglycerides,True,False,False,DENIED
15w,haiku,control,clinical_enroll-002,DENIED,systolic blood pressure,35,True,1.0,DENIED,True,systolic blood pressure,Systolic blood pressure,True,False,False,DENIED
15w,haiku,control,clinical_enroll-003,DENIED,creatinine clearance,15,False,0.0,,False,NONE,NONE,False,False,False,DENIED
15w,haiku,control,clinical_enroll-004,APPROVED,,20,,0.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,haiku,control,clinical_enroll-005,DENIED,left ventricular ejection fraction,16,False,0.0,DENIED,True,NONE,NONE,False,False,True,DENIED
15w,haiku,control,clinical_enroll-006,APPROVED,,30,,0.3333333333333333,DENIED,False,UNMATCHED,PARAMETER: NONE,False,True,False,APPROVED
15w,haiku,control,clinical_enroll-007,DENIED,systolic blood pressure,30,True,1.0,DENIED,True,UNMATCHED,SBP,False,True,False,DENIED
15w,haiku,control,clinical_enroll-008,APPROVED,,32,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,control,clinical_enroll-009,APPROVED,,26,,0.6666666666666666,DENIED,False,total bilirubin,Total bilirubin,False,False,False,DENIED
15w,haiku,control,clinical_enroll-010,APPROVED,,26,,0.6666666666666666,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,haiku,control,clinical_enroll-011,DENIED,estimated glomerular filtration rate,32,True,1.0,DENIED,True,UNMATCHED,eGFR,False,True,False,APPROVED
15w,haiku,control,clinical_enroll-012,APPROVED,,36,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,haiku,control,clinical_enroll-013,DENIED,creatinine clearance,44,True,1.0,DENIED,True,creatinine clearance,creatinine clearance,True,False,False,DENIED
15w,haiku,control,clinical_enroll-014,APPROVED,,21,,0.6666666666666666,DENIED,False,platelet count,Platelet count,False,False,False,APPROVED
15w,haiku,control,clinical_enroll-015,APPROVED,,30,,0.6666666666666666,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,control,clinical_enroll-016,APPROVED,,18,,0.6666666666666666,DENIED,False,corrected QT interval,Corrected QT interval,False,False,False,APPROVED
15w,haiku,control,clinical_enroll-017,APPROVED,,19,,0.6666666666666666,DENIED,False,UNMATCHED,eGFR,False,True,False,DENIED
15w,haiku,control,clinical_enroll-018,APPROVED,,33,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,control,clinical_enroll-019,APPROVED,,31,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,haiku,control,clinical_enroll-020,DENIED,hemoglobin,19,True,1.0,DENIED,True,hemoglobin,hemoglobin,True,False,False,APPROVED
15w,haiku,control,clinical_enroll-021,APPROVED,,23,,0.0,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,haiku,control,clinical_enroll-022,DENIED,systolic blood pressure,25,True,1.0,DENIED,True,UNMATCHED,SBP,False,True,False,APPROVED
15w,haiku,control,clinical_enroll-023,APPROVED,,31,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,control,clinical_enroll-024,DENIED,triglycerides,33,True,1.0,DENIED,True,triglycerides,triglycerides,True,False,False,DENIED
15w,haiku,control,clinical_enroll-025,DENIED,body mass index,13,False,0.0,,False,NONE,NONE,False,False,False,DENIED
15w,haiku,control,clinical_enroll-026,DENIED,fasting glucose,20,True,0.3333333333333333,DENIED,True,fasting glucose,fasting glucose,True,False,False,APPROVED
15w,haiku,control,clinical_enroll-027,APPROVED,,20,,0.3333333333333333,DENIED,False,UNMATCHED,eGFR,False,True,False,APPROVED
15w,haiku,control,clinical_enroll-028,DENIED,creatinine clearance,28,False,0.6666666666666666,DENIED,True,creatinine clearance,Creatinine clearance,True,False,False,APPROVED
15w,haiku,control,clinical_enroll-029,DENIED,fasting glucose,27,True,0.6666666666666666,DENIED,True,fasting glucose,glucose,True,False,False,APPROVED
15w,haiku,control,ci_release-000,APPROVED,,18,,0.0,DENIED,False,flaky test count,Flaky test count,False,False,False,DENIED
15w,haiku,control,ci_release-001,APPROVED,,42,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,control,ci_release-002,DENIED,line coverage,23,True,0.6666666666666666,DENIED,True,NONE,NONE,False,False,True,APPROVED
15w,haiku,control,ci_release-003,DENIED,open severity-one defects,19,False,0.0,DENIED,True,open severity-one defects,open severity-one defects,True,False,False,APPROVED
15w,haiku,control,ci_release-004,DENIED,flaky test count,27,True,0.6666666666666666,DENIED,True,flaky test count,flaky test count,True,False,False,DENIED
15w,haiku,control,ci_release-005,DENIED,rollback drill success,22,True,0.3333333333333333,DENIED,True,rollback drill success,rollback drill success,True,False,False,DENIED
15w,haiku,control,ci_release-006,DENIED,dependency audit findings,25,True,0.6666666666666666,DENIED,True,dependency audit findings,dependency audit findings,True,False,False,DENIED
15w,haiku,control,ci_release-007,APPROVED,,28,,0.3333333333333333,APPROVED,True,unit test pass rate,unit test pass rate,False,False,False,APPROVED
15w,haiku,control,ci_release-008,APPROVED,,32,,0.3333333333333333,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,haiku,control,ci_release-009,DENIED,bundle size,22,False,0.0,DENIED,True,NONE,NONE,False,False,True,DENIED
15w,haiku,control,ci_release-010,APPROVED,,31,,0.3333333333333333,DENIED,False,unit test pass rate,unit test pass rate,False,False,False,DENIED
15w,haiku,control,ci_release-011,APPROVED,,36,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,control,ci_release-012,DENIED,cold start time,38,False,0.3333333333333333,DENIED,True,cold start time,cold start time,True,False,False,APPROVED
15w,haiku,control,ci_release-013,APPROVED,,35,,0.3333333333333333,DENIED,False,rollback drill success,rollback drill success,False,False,False,DENIED
15w,haiku,control,ci_release-014,APPROVED,,16,,0.3333333333333333,DENIED,False,mean time to acknowledge,mean time to acknowledge,False,False,False,DENIED
15w,haiku,control,ci_release-015,APPROVED,,26,,0.3333333333333333,DENIED,False,error budget remaining,error budget remaining,False,False,False,DENIED
15w,haiku,control,ci_release-016,DENIED,error budget remaining,23,False,0.0,DENIED,True,unit test pass rate,unit test pass rate,False,False,False,APPROVED
15w,haiku,control,ci_release-017,DENIED,cold start time,24,False,0.0,DENIED,True,NONE,NONE,False,False,True,DENIED
15w,haiku,control,ci_release-018,APPROVED,,29,,0.6666666666666666,DENIED,False,error budget remaining,Error budget remaining,False,False,False,DENIED
15w,haiku,control,ci_release-019,APPROVED,,32,,0.0,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,haiku,control,ci_release-020,DENIED,dependency audit findings,41,False,0.6666666666666666,DENIED,True,dependency audit findings,dependency audit findings,True,False,False,DENIED
15w,haiku,control,ci_release-021,APPROVED,,22,,0.3333333333333333,DENIED,False,line coverage,line coverage,False,False,False,DENIED
15w,haiku,control,ci_release-022,APPROVED,,16,,0.0,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,haiku,control,ci_release-023,APPROVED,,19,,0.3333333333333333,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,control,ci_release-024,DENIED,open severity-one defects,22,True,0.3333333333333333,DENIED,True,open severity-one defects,open severity-one defects,True,False,False,DENIED
15w,haiku,control,ci_release-025,APPROVED,,23,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,haiku,control,ci_release-026,DENIED,line coverage,17,False,0.3333333333333333,DENIED,True,line coverage,line coverage,True,False,False,DENIED
15w,haiku,control,ci_release-027,DENIED,open severity-one defects,36,True,0.3333333333333333,DENIED,True,open severity-one defects,open severity-one defects,True,False,False,APPROVED
15w,haiku,control,ci_release-028,DENIED,flaky test count,30,True,0.3333333333333333,DENIED,True,flaky test count,flaky test count,True,False,False,DENIED
15w,haiku,control,ci_release-029,DENIED,peak heap usage,18,False,0.0,DENIED,True,NONE,NONE,False,False,True,DENIED
15w,haiku,fusion,ops_incident-000,DENIED,umbilical release delay,73,True,1.0,DENIED,True,umbilical release delay,umbilical release delay,True,False,False,DENIED
15w,haiku,fusion,ops_incident-001,DENIED,seal torque retention,54,True,1.0,DENIED,True,seal torque retention,seal torque,True,False,False,DENIED
15w,haiku,fusion,ops_incident-002,DENIED,seal torque retention,67,True,1.0,DENIED,True,seal torque retention,Seal torque,True,False,False,APPROVED
15w,haiku,fusion,ops_incident-003,APPROVED,,53,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,ops_incident-004,APPROVED,,56,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,ops_incident-005,DENIED,reserve charge margin,58,True,1.0,DENIED,True,reserve charge margin,reserve margin,True,False,False,DENIED
15w,haiku,fusion,ops_incident-006,APPROVED,,51,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,haiku,fusion,ops_incident-007,APPROVED,,53,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,ops_incident-008,DENIED,coolant loop flow rate,51,True,1.0,DENIED,True,coolant loop flow rate,coolant flow,True,False,False,DENIED
15w,haiku,fusion,ops_incident-009,DENIED,battery bus impedance,65,True,1.0,DENIED,True,battery bus impedance,battery impedance,True,False,False,APPROVED
15w,haiku,fusion,ops_incident-010,APPROVED,,57,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,ops_incident-011,APPROVED,,52,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,haiku,fusion,ops_incident-012,APPROVED,,75,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,ops_incident-013,APPROVED,,47,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,ops_incident-014,DENIED,particulate count,47,True,1.0,DENIED,True,particulate count,particulate,True,False,False,DENIED
15w,haiku,fusion,ops_incident-015,DENIED,seal torque retention,64,True,1.0,DENIED,True,seal torque retention,seal torque,True,False,False,DENIED
15w,haiku,fusion,ops_incident-016,DENIED,coolant loop flow rate,60,True,1.0,DENIED,True,coolant loop flow rate,coolant flow,True,False,False,DENIED
15w,haiku,fusion,ops_incident-017,DENIED,star tracker residual,70,True,1.0,DENIED,True,star tracker residual,star tracker residual,True,False,False,DENIED
15w,haiku,fusion,ops_incident-018,APPROVED,,54,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,ops_incident-019,APPROVED,,55,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,ops_incident-020,APPROVED,,61,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,ops_incident-021,APPROVED,,60,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,ops_incident-022,DENIED,thermal blanket coverage,81,True,1.0,DENIED,True,thermal blanket coverage,Thermal blanket,True,False,False,DENIED
15w,haiku,fusion,ops_incident-023,APPROVED,,48,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,ops_incident-024,DENIED,telemetry downlink margin,61,True,1.0,DENIED,True,telemetry downlink margin,telemetry margin,True,False,False,DENIED
15w,haiku,fusion,ops_incident-025,APPROVED,,54,,1.0,APPROVED,True,,,False,False,False,APPROVED
15w,haiku,fusion,ops_incident-026,DENIED,gyro drift rate,48,True,1.0,DENIED,True,gyro drift rate,Gyro drift,True,False,False,DENIED
15w,haiku,fusion,ops_incident-027,DENIED,battery bus impedance,52,True,1.0,DENIED,True,battery bus impedance,Battery bus impedance,True,False,False,APPROVED
15w,haiku,fusion,ops_incident-028,DENIED,star tracker residual,82,True,1.0,DENIED,True,star tracker residual,Star tracker residual,True,False,False,APPROVED
15w,haiku,fusion,ops_incident-029,APPROVED,,81,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,clinical_enroll-000,DENIED,systolic blood pressure,47,True,1.0,DENIED,True,systolic blood pressure,systolic blood pressure,True,False,False,APPROVED
15w,haiku,fusion,clinical_enroll-001,DENIED,triglycerides,46,True,1.0,DENIED,True,triglycerides,triglycerides,True,False,False,DENIED
15w,haiku,fusion,clinical_enroll-002,DENIED,systolic blood pressure,46,True,1.0,DENIED,True,UNMATCHED,systolic BP,False,True,False,DENIED
15w,haiku,fusion,clinical_enroll-003,DENIED,creatinine clearance,47,True,1.0,DENIED,True,creatinine clearance,creatinine clearance,True,False,False,DENIED
15w,haiku,fusion,clinical_enroll-004,APPROVED,,45,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
